# driver=heuristic_weighted_average hz=14.08 rows=12691 runs=34
# 34 training seeds, WeightedAverage controller, applied_steer after smoothing.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3195,7.691
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.3153,7.678
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2032,7.838
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.1953,7.854
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.193,7.844
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.195,7.836
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2008,7.825
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2068,7.816
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2163,7.804
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2265,7.791
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2341,7.781
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.24,7.768
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.243,7.758
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2428,7.744
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2421,7.735
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2412,7.722
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2405,7.712
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2397,7.7
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2387,7.687
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2379,7.678
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2367,7.665
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2355,7.656
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2338,7.644
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2322,7.635
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2299,7.623
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2279,7.786
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2247,7.796
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2229,7.787
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2183,7.776
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2143,7.84
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2109,7.949
heuristic_weighted_average,seed1_trace_2026-08-16_17-27-56,-0.2061,7.938
