# driver=ppo_car_009_bc_sampling hz=14.08 rows=8125 runs=10
# Ten held-out seeds, selected through results/rl/trace_manifest.json.
# Steering resampled to hz by nearest sample. Difference WITHIN a run, never across runs.
driver,run,steering,speed
ppo_car_009_bc_sampling,seed1001,0.19362,9.35513
ppo_car_009_bc_sampling,seed1001,0.12306,9.37434
ppo_car_009_bc_sampling,seed1001,-0.09823,9.39976
ppo_car_009_bc_sampling,seed1001,-0.15895,9.44749
ppo_car_009_bc_sampling,seed1001,-0.00133,9.51519
ppo_car_009_bc_sampling,seed1001,-0.21408,9.57406
ppo_car_009_bc_sampling,seed1001,-0.0733,9.62762
ppo_car_009_bc_sampling,seed1001,-0.12404,9.65835
ppo_car_009_bc_sampling,seed1001,-0.41167,9.67852
ppo_car_009_bc_sampling,seed1001,-0.50275,9.64188
ppo_car_009_bc_sampling,seed1001,-0.20408,9.613
ppo_car_009_bc_sampling,seed1001,-0.0488,9.61351
ppo_car_009_bc_sampling,seed1001,0.19489,9.62294
ppo_car_009_bc_sampling,seed1001,-0.0144,9.6457
ppo_car_009_bc_sampling,seed1001,-0.31511,9.67966
ppo_car_009_bc_sampling,seed1001,-0.62085,9.64071
ppo_car_009_bc_sampling,seed1001,-0.65426,9.56216
ppo_car_009_bc_sampling,seed1001,-0.81447,9.45627
ppo_car_009_bc_sampling,seed1001,-0.7879,9.35434
ppo_car_009_bc_sampling,seed1001,-0.48699,9.26204
ppo_car_009_bc_sampling,seed1001,-0.27154,9.2451
ppo_car_009_bc_sampling,seed1001,0.02282,9.25101
ppo_car_009_bc_sampling,seed1001,-0.20106,9.27754
ppo_car_009_bc_sampling,seed1001,-0.45516,9.29764
ppo_car_009_bc_sampling,seed1001,-0.25406,9.27761
ppo_car_009_bc_sampling,seed1001,-0.19007,9.29442
ppo_car_009_bc_sampling,seed1001,-0.34012,9.33959
ppo_car_009_bc_sampling,seed1001,-0.26771,9.34874
ppo_car_009_bc_sampling,seed1001,0.0109,9.376
ppo_car_009_bc_sampling,seed1001,0.0109,9.42283
ppo_car_009_bc_sampling,seed1001,0.13969,9.46506
ppo_car_009_bc_sampling,seed1001,-0.08455,9.50323
ppo_car_009_bc_sampling,seed1001,0.00619,9.55401
ppo_car_009_bc_sampling,seed1001,-0.20566,9.6008
ppo_car_009_bc_sampling,seed1001,-0.42774,9.61048
ppo_car_009_bc_sampling,seed1001,-0.43762,9.56338
ppo_car_009_bc_sampling,seed1001,-0.33891,9.5428
ppo_car_009_bc_sampling,seed1001,-0.29402,9.54051
ppo_car_009_bc_sampling,seed1001,-0.49786,9.52315
ppo_car_009_bc_sampling,seed1001,-0.52248,9.45776
ppo_car_009_bc_sampling,seed1001,-0.33917,9.42356
ppo_car_009_bc_sampling,seed1001,-0.51352,9.39438
ppo_car_009_bc_sampling,seed1001,-0.37205,9.35409
ppo_car_009_bc_sampling,seed1001,-0.43063,9.34339
ppo_car_009_bc_sampling,seed1001,-0.57242,9.28796
ppo_car_009_bc_sampling,seed1001,-0.50143,9.23989
ppo_car_009_bc_sampling,seed1001,-0.35032,9.22559
ppo_car_009_bc_sampling,seed1001,-0.35032,9.23156
ppo_car_009_bc_sampling,seed1001,-0.63489,9.21058
ppo_car_009_bc_sampling,seed1001,-0.57398,9.16314
ppo_car_009_bc_sampling,seed1001,-0.59767,9.11348
ppo_car_009_bc_sampling,seed1001,-0.66606,9.07313
ppo_car_009_bc_sampling,seed1001,-0.7263,8.99494
ppo_car_009_bc_sampling,seed1001,-0.74542,8.91061
ppo_car_009_bc_sampling,seed1001,-0.66439,8.85712
ppo_car_009_bc_sampling,seed1001,-0.51844,8.85692
ppo_car_009_bc_sampling,seed1001,-0.51844,8.84549
ppo_car_009_bc_sampling,seed1001,-0.61461,8.83752
ppo_car_009_bc_sampling,seed1001,-0.7678,8.80903
ppo_car_009_bc_sampling,seed1001,-0.54026,8.77548
ppo_car_009_bc_sampling,seed1001,-0.32302,8.80668
ppo_car_009_bc_sampling,seed1001,-0.13563,8.87915
ppo_car_009_bc_sampling,seed1001,-0.01097,8.95474
ppo_car_009_bc_sampling,seed1001,0.06328,9.07344
ppo_car_009_bc_sampling,seed1001,0.04283,9.15263
ppo_car_009_bc_sampling,seed1001,0.02906,9.24067
ppo_car_009_bc_sampling,seed1001,-0.10955,9.35522
ppo_car_009_bc_sampling,seed1001,-0.2015,9.41002
ppo_car_009_bc_sampling,seed1001,0.00381,9.46568
ppo_car_009_bc_sampling,seed1001,0.22836,9.51116
ppo_car_009_bc_sampling,seed1001,0.15575,9.56874
ppo_car_009_bc_sampling,seed1001,-0.07298,9.61693
ppo_car_009_bc_sampling,seed1001,-0.23923,9.60378
ppo_car_009_bc_sampling,seed1001,-0.07817,9.65119
ppo_car_009_bc_sampling,seed1001,-0.30376,9.68296
ppo_car_009_bc_sampling,seed1001,-0.32135,9.67999
ppo_car_009_bc_sampling,seed1001,-0.11495,9.67705
ppo_car_009_bc_sampling,seed1001,0.18009,9.68595
ppo_car_009_bc_sampling,seed1001,0.09246,9.69873
ppo_car_009_bc_sampling,seed1001,-0.1922,9.74277
ppo_car_009_bc_sampling,seed1001,-0.28235,9.74144
ppo_car_009_bc_sampling,seed1001,-0.18941,9.73539
ppo_car_009_bc_sampling,seed1001,0.00575,9.73903
ppo_car_009_bc_sampling,seed1001,0.22455,9.74418
ppo_car_009_bc_sampling,seed1001,-0.07907,9.77123
ppo_car_009_bc_sampling,seed1001,-0.04028,9.79465
ppo_car_009_bc_sampling,seed1001,-0.27634,9.81488
ppo_car_009_bc_sampling,seed1001,-0.28661,9.79992
ppo_car_009_bc_sampling,seed1001,-0.14281,9.77881
ppo_car_009_bc_sampling,seed1001,0.04122,9.7749
ppo_car_009_bc_sampling,seed1001,0.20329,9.77074
ppo_car_009_bc_sampling,seed1001,-0.01507,9.78998
ppo_car_009_bc_sampling,seed1001,-0.01619,9.81763
ppo_car_009_bc_sampling,seed1001,-0.32515,9.83391
ppo_car_009_bc_sampling,seed1001,-0.11358,9.82289
ppo_car_009_bc_sampling,seed1001,-0.01853,9.82503
ppo_car_009_bc_sampling,seed1001,0.1328,9.83051
ppo_car_009_bc_sampling,seed1001,0.03225,9.84213
ppo_car_009_bc_sampling,seed1001,-0.20258,9.85661
ppo_car_009_bc_sampling,seed1001,-0.43827,9.8344
ppo_car_009_bc_sampling,seed1001,-0.49227,9.78186
ppo_car_009_bc_sampling,seed1001,-0.26157,9.74638
ppo_car_009_bc_sampling,seed1001,-0.55345,9.70841
ppo_car_009_bc_sampling,seed1001,-0.43072,9.66056
ppo_car_009_bc_sampling,seed1001,-0.20586,9.62555
ppo_car_009_bc_sampling,seed1001,-0.05032,9.61653
ppo_car_009_bc_sampling,seed1001,-0.05343,9.6136
ppo_car_009_bc_sampling,seed1001,-0.27796,9.62422
ppo_car_009_bc_sampling,seed1001,-0.35823,9.60478
ppo_car_009_bc_sampling,seed1001,-0.58117,9.56793
ppo_car_009_bc_sampling,seed1001,-0.29231,9.50856
ppo_car_009_bc_sampling,seed1001,-0.06455,9.50493
ppo_car_009_bc_sampling,seed1001,-0.0883,9.51507
ppo_car_009_bc_sampling,seed1001,0.13207,9.53387
ppo_car_009_bc_sampling,seed1001,0.28138,9.55681
ppo_car_009_bc_sampling,seed1001,0.12151,9.61209
ppo_car_009_bc_sampling,seed1001,0.05252,9.64752
ppo_car_009_bc_sampling,seed1001,0.26782,9.66975
ppo_car_009_bc_sampling,seed1001,0.26782,9.67448
ppo_car_009_bc_sampling,seed1001,0.50905,9.65048
ppo_car_009_bc_sampling,seed1001,0.41459,9.61589
ppo_car_009_bc_sampling,seed1001,0.18869,9.59033
ppo_car_009_bc_sampling,seed1001,0.06615,9.58887
ppo_car_009_bc_sampling,seed1001,0.2171,9.59666
